0,target,model_type
"Interaction Depth 3: 
     interaction                                                                                                                                                   gain                    fscore    wfscore               average_wfscore       average_gain            expected_gain           gain_rank    fscore_rank    wfscore_rank    avg_wfscore_rank    avg_gain_rank    expected_gain_rank    average_rank        average_tree_index    average_tree_depth
---  ------------------------------------------------------------------------------------------------------------------------------------------------------------  ----------------------  --------  --------------------  --------------------  ----------------------  ----------------------  -----------  -------------  --------------  ------------------  ---------------  --------------------  ------------------  --------------------  --------------------
     Biopsy Method_ai_correct|Chronology Preserved_ai_correct|Histologic Diagnosis_ai_correct|Invasive Component Size (Pathology)_ai_correct                       0.0057363808155059814   6.0       4.429999876065137     0.7383333126775229    0.0009560634692509969   0.004206285951613946    20.0         42.0           5.0             4.0                 38.0             1.0                   18.333333333333332  25.333333333333332    3.3333333333333335
     Calcifications / Asymmetry_ai_correct|Chronology Preserved_ai_correct|Extent_ai_correct|Lesion Location_ai_correct                                            0.00011559764971025288  1.0       0.3349999884415931    0.3349999884415931    0.00011559764971025288  3.8725211316810045e-05  184.0        170.0          115.0           55.0                146.0            147.0                 136.16666666666666  54.0                  4.0
     Accurate Clip Placement_ai_correct|Calcifications / Asymmetry_ai_correct|Invasive Component Size (Pathology)_ai_correct|Receptor Status_ai_correct            0.00021875281345273834  3.0       0.6000000110531446    0.20000000368438153   7.291760448424611e-05   4.37505634965165e-05    162.0        82.0           85.0            76.0                170.0            138.0                 118.83333333333333  73.0                  3.0
     Accurate Clip Placement_ai_correct|Biopsy Method_ai_correct|Extent_ai_correct|Receptor Status_ai_correct                                                      7.576991856694804e-05   2.0       0.0600000058993317    0.03000000294966585   3.788495928347402e-05   2.2730977855506457e-06  194.0        131.0          191.0           184.0               193.0            211.0                 184.0               62.5                  4.5
     Accurate Clip Placement_ai_correct|Extent_ai_correct|Lymph Node_ai_correct|Receptor Status_ai_correct                                                         9.017417369250325e-06   1.0       0.6050000293302399    0.6050000293302399    9.017417369250325e-06   5.455537772879461e-06   220.0        171.0          83.0            15.0                220.0            199.0                 151.33333333333334  91.0                  5.0
     Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Lymph Node_ai_correct|Workup Recommendation_ai_correct                                                0.0002462711540829332   2.0       0.04999999951775901   0.024999999758879506  0.0001231355770414666   6.156778792692307e-06   156.0        132.0          199.0           196.0               137.0            197.0                 169.5               93.5                  4.0
     Histologic Diagnosis_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lymph Node_ai_correct|Workup Recommendation_ai_correct                         0.001842343675889424    17.0      2.840000095933239     0.16705882917254347   0.00010837315740526024  0.00034671843004597494  59.0         8.0            10.0            91.0                148.0            30.0                  57.666666666666664  69.47058823529412     4.411764705882353
     Accurate Clip Placement_ai_correct|Calcifications / Asymmetry_ai_correct|Chronology Preserved_ai_correct|Invasive Component Size (Pathology)_ai_correct       0.00010266422941640485  3.0       0.5850000005376936    0.19500000017923122   3.4221409805468284e-05  2.0019524754599582e-05  186.0        83.0           86.0            78.0                197.0            162.0                 132.0               78.66666666666667     4.0
     Calcifications / Asymmetry_ai_correct|Chronology Preserved_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct                   0.0009936663725511607   4.0       0.1449999996350406    0.03624999990876015   0.0002484165931377902   1.455687225318939e-05   92.0         59.0           159.0           179.0               91.0             173.0                 125.5               65.75                 3.75
     Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct|Lymph Node_ai_correct|Workup Recommendation_ai_correct                                  0.001006963662803173    1.0       0.0700000003808074    0.0700000003808074    0.001006963662803173    7.048745677968133e-05   90.0         172.0          186.0           139.0               35.0             115.0                 122.83333333333333  32.0                  3.0
---  ---                                                                                                                                                           ---                     ---       ---                   ---                   ---                     ---                     ---          ---            ---             ---                 ---              ---                   ---                 ---                   ---
     Biopsy Method_ai_correct|Lesion Size_ai_correct|Lymph Node_ai_correct|Receptor Status_ai_correct                                                              0.0064860387064982206   6.0       1.140000005109359     0.19000000085155985   0.0010810064510830368   0.0014035275061697187   14.0         51.0           49.0            81.0                32.0             6.0                   38.833333333333336  40.833333333333336    5.0
     Additional Enhancement (MRI)_ai_correct|Chronology Preserved_ai_correct|Histologic Diagnosis_ai_correct|Receptor Status_ai_correct                            7.142790491343476e-05   3.0       0.04500000004136105   0.015000000013787018  2.3809301637811586e-05  1.071418574686299e-06   197.0        128.0          204.0           211.0               209.0            218.0                 194.5               84.33333333333333     3.0
     Accurate Clip Placement_ai_correct|Extent_ai_correct|Lesion Size_ai_correct|Workup Recommendation_ai_correct                                                  0.00013181243957660627  3.0       0.2700000072973255    0.09000000243244183   4.3937479858868755e-05  1.1863119882520655e-05  179.0        129.0          131.0           121.0               190.0            182.0                 155.33333333333334  84.0                  5.0
     Calcifications / Asymmetry_ai_correct|Histologic Diagnosis_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lymph Node_ai_correct                    0.0003492581035970943   3.0       0.12000001077251396   0.04000000359083799   0.0001164193678656981   1.3970325384796064e-05  136.0        130.0          168.0           175.0               144.0            175.0                 154.66666666666666  74.0                  5.0
     Additional Enhancement (MRI)_ai_correct|Lesion Location_ai_correct|Lesion Size_ai_correct|Lymph Node_ai_correct                                               0.0034799148561432958   1.0       0.01500000109272119   0.01500000109272119   0.0034799148561432958   5.2198726644726145e-05  37.0         223.0          215.0           205.0               2.0              129.0                 135.16666666666666  25.0                  5.0
     Chronology Preserved_ai_correct|Lesion Location_ai_correct|Lesion Size_ai_correct|Lymph Node_ai_correct                                                       0.0026436176849529147   1.0       0.025000000827791205  0.025000000827791205  0.0026436176849529147   6.609044431218634e-05   48.0         224.0          214.0           195.0               8.0              121.0                 135.0               25.0                  4.0
     Histologic Diagnosis_ai_correct|Lesion Location_ai_correct|Lesion Size_ai_correct|Workup Recommendation_ai_correct                                            5.280641858007584e-05   2.0       0.3600000097297673    0.18000000486488366   2.640320929003792e-05   9.505155601310734e-06   207.0        167.0          109.0           85.0                206.0            188.0                 160.33333333333334  82.5                  4.0
     Chronology Preserved_ai_correct|Histologic Diagnosis_ai_correct|Lesion Size_ai_correct|Workup Recommendation_ai_correct                                       0.00015018646945463843  8.0       4.640000195601822     0.5800000244502278    1.8773308681829803e-05  8.71081559557837e-05    174.0        35.0           3.0             17.0                213.0            102.0                 90.66666666666667   82.125                5.0
     Chronology Preserved_ai_correct|Extent_ai_correct|Lesion Size_ai_correct|Receptor Status_ai_correct                                                           0.0023202691227197647   2.0       0.7499999609957443    0.37499998049787214   0.0011601345613598824   0.0008701008757697267   53.0         168.0          67.0            49.0                29.0             10.0                  62.666666666666664  35.0                  3.0
     Additional Enhancement (MRI)_ai_correct|Calcifications / Asymmetry_ai_correct|Chronology Preserved_ai_correct|Invasive Component Size (Pathology)_ai_correct  0.0003826584725175053   2.0       0.6149999782782635    0.30749998913913174   0.00019132923625875264  0.00011609519723702193  130.0        169.0          81.0            61.0                106.0            92.0                  106.5               50.0                  4.0
[224 rows x 17 columns]
",ai_fabrication_rate,xgboost
"Leaf Statistics: 
     interaction                                                                                                              sum_leaf_values_left    sum_leaf_values_right    sum_leaf_covers_left    sum_leaf_covers_right
---  -----------------------------------------------------------------------------------------------------------------------  ----------------------  -----------------------  ----------------------  -----------------------
     Extent_ai_correct|Lesion Size_ai_correct|Workup Recommendation_ai_correct                                                0.0                     -0.0011949429754167795   0.0                     89.0
     Additional Enhancement (MRI)_ai_correct|Biopsy Method_ai_correct|Lesion Size_ai_correct                                  -0.0013991415689815767  -0.011586641892790794    3.0                     3.0
     Lesion Location_ai_correct|Lesion Size_ai_correct                                                                        -0.031083258087164722   -0.000728792741028883    60.0                    385.0
     Biopsy Method_ai_correct|Chronology Preserved_ai_correct|Extent_ai_correct                                               0.0034907246590591967   0.0                      7.0                     0.0
     Additional Enhancement (MRI)_ai_correct|Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct                 0.00238251406699419     -0.002800756599754095    2.0                     9.0
     Accurate Clip Placement_ai_correct|Extent_ai_correct|Histologic Diagnosis_ai_correct                                     0.0044875143794342875   -0.0006387759931385517   8.0                     13.0
     Lesion Location_ai_correct|Receptor Status_ai_correct                                                                    -0.0005458033010654617  0.0                      32.0                    0.0
     Additional Enhancement (MRI)_ai_correct|Invasive Component Size (Pathology)_ai_correct|Workup Recommendation_ai_correct  0.0                     -0.0080448635853827      0.0                     44.0
     Additional Enhancement (MRI)_ai_correct|Lesion Location_ai_correct|Lesion Size_ai_correct                                -0.00867508165538311    -0.0014766037929803133   10.0                    4.0
     Biopsy Method_ai_correct|Histologic Diagnosis_ai_correct|Receptor Status_ai_correct                                      0.00010038912296295166  0.0                      1.0                     0.0
---  ---                                                                                                                      ---                     ---                      ---                     ---
     Extent_ai_correct|Lymph Node_ai_correct|Receptor Status_ai_correct                                                       -0.000695134061970748   0.0                      16.0                    0.0
     Lesion Size_ai_correct                                                                                                   -0.005743307527154684   -0.012084561865776777    11.0                    378.0
     Extent_ai_correct|Lesion Location_ai_correct|Lesion Size_ai_correct                                                      -0.002627540030516684   0.001693499565590173     8.0                     4.0
     Biopsy Method_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct                           -0.004781009629368782   0.0                      43.0                    0.0
     Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct                                  0.0                     -0.003979185596108437    0.0                     291.0
     Additional Enhancement (MRI)_ai_correct|Biopsy Method_ai_correct|Calcifications / Asymmetry_ai_correct                   -0.0012590553960762918  0.0                      2.0                     0.0
     Accurate Clip Placement_ai_correct|Lesion Location_ai_correct|Lesion Size_ai_correct                                     -0.02359728267765604    0.0                      30.0                    0.0
     Chronology Preserved_ai_correct|Invasive Component Size (Pathology)_ai_correct                                           0.0                     -0.006318632513284683    0.0                     153.0
     Invasive Component Size (Pathology)_ai_correct                                                                           -0.009490712080150843   0.0                      90.0                    0.0
     Accurate Clip Placement_ai_correct|Histologic Diagnosis_ai_correct|Lymph Node_ai_correct                                 0.004959672340191901    0.0                      7.0                     0.0
[29 rows x 6 columns]
",ai_fabrication_rate,xgboost
"Chronology Preserved_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            92",ai_fabrication_rate,xgboost
"Accurate Clip Placement_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            116",ai_fabrication_rate,xgboost
"Lesion Location_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            48",ai_fabrication_rate,xgboost
"Calcifications / Asymmetry_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            141",ai_fabrication_rate,xgboost
"Histologic Diagnosis_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            104",ai_fabrication_rate,xgboost
"Biopsy Method_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            72",ai_fabrication_rate,xgboost
"Extent_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            133",ai_fabrication_rate,xgboost
"Receptor Status_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            82",ai_fabrication_rate,xgboost
"Workup Recommendation_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            152",ai_fabrication_rate,xgboost
"Lesion Size_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            119",ai_fabrication_rate,xgboost
"Additional Enhancement (MRI)_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            115",ai_fabrication_rate,xgboost
"Lesion Laterality_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            5",ai_fabrication_rate,xgboost
"Invasive Component Size (Pathology)_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            187",ai_fabrication_rate,xgboost
"Lymph Node_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            103",ai_fabrication_rate,xgboost
"Interaction Depth 0: 
    interaction                                     gain         fscore    wfscore    average_wfscore    average_gain    expected_gain    gain_rank    fscore_rank    wfscore_rank    avg_wfscore_rank    avg_gain_rank    expected_gain_rank    average_rank    average_tree_index    average_tree_depth
--  ----------------------------------------------  -----------  --------  ---------  -----------------  --------------  ---------------  -----------  -------------  --------------  ------------------  ---------------  --------------------  --------------  --------------------  --------------------
    Chronology Preserved_ai_correct                 0.012403     64        32.75      0.511719           0.000193797     0.0088692        9            12             4               3                   6                3                     6.16667         28.7812               2.90625
    Accurate Clip Placement_ai_correct              0.0432337    167       16.71      0.10006            0.000258884     0.00380361       2            5              10              11                  4                5                     6.16667         34.6707               3.35329
    Lesion Location_ai_correct                      0.0223296    69        4.1        0.0594203          0.000323617     0.0012278        5            11             13              12                  1                9                     8.5             33.5797               1.89855
    Calcifications / Asymmetry_ai_correct           0.0403642    255       14.64      0.0574118          0.000158291     0.00108396       3            1              12              13                  7                11                    7.83333         37.949                4.03922
    Histologic Diagnosis_ai_correct                 0.0105058    77        30.34      0.394026           0.00013644      0.00620272       11           10             5               4                   8                4                     7               30.8182               3.63636
    Biopsy Method_ai_correct                        0.0126632    46        26.96      0.586087           0.000275286     0.00898939       8            13             8               2                   3                2                     6               26.9348               3.13043
    Extent_ai_correct                               0.00862504   189       26.75      0.141534           4.56351e-05     0.000883091      12           3              9               8                   12               12                    9.33333         35.5767               4.12698
    Receptor Status_ai_correct                      0.0111194    175       42.815     0.244657           6.35395e-05     0.00181447       10           4              3               6                   11               7                     6.83333         39.7257               3.82286
    Workup Recommendation_ai_correct                0.0202898    234       29.645     0.126688           8.67085e-05     0.00141495       7            2              6               10                  10               8                     7.16667         35.5769               3.88034
    Lesion Size_ai_correct                          0.000160101  90        58.335     0.648167           1.7789e-06      5.18056e-06      13           9              1               1                   13               13                    8.33333         36.5444               1.73333
    Additional Enhancement (MRI)_ai_correct         0.0456878    155       28.645     0.184806           0.00029476      0.00116403       1            7              7               7                   2                10                    5.66667         30.8645               3.48387
    Lesion Laterality_ai_correct                    5.61855e-06  6         0.105      0.0175             9.36425e-07     1.12869e-07      14           14             14              14                  14               14                    14              42.8333               4.83333
    Invasive Component Size (Pathology)_ai_correct  0.0222961    165       51.83      0.314121           0.000135128     0.0157189        6            6              2               5                   9                1                     4.83333         37.6242               3.12121
    Lymph Node_ai_correct                           0.024298     122       16.405     0.134467           0.000199164     0.0021729        4            8              11              9                   5                6                     7.16667         28.4262               3.62295",ai_fabrication_rate,gbm
"Interaction Depth 1: 
     interaction                                                                     gain                    fscore    wfscore              average_wfscore       average_gain            expected_gain           gain_rank    fscore_rank    wfscore_rank    avg_wfscore_rank    avg_gain_rank    expected_gain_rank    average_rank        average_tree_index    average_tree_depth
---  ------------------------------------------------------------------------------  ----------------------  --------  -------------------  --------------------  ----------------------  ----------------------  -----------  -------------  --------------  ------------------  ---------------  --------------------  ------------------  --------------------  --------------------
     Calcifications / Asymmetry_ai_correct|Receptor Status_ai_correct                0.007258295264543246    54.0      2.975000004547287    0.05509259267680161   0.00013441287526931938  0.0003487529205565408   22.0         10.0           35.0            54.0                25.0             23.0                  28.166666666666668  44.666666666666664    4.37037037037037
     Histologic Diagnosis_ai_correct|Lymph Node_ai_correct                           0.001090937107164791    14.0      4.125000056760516    0.29464286119717975   7.792407908319936e-05   0.00010539721732646233  34.0         40.0           23.0            23.0                34.0             39.0                  32.166666666666664  37.642857142857146    4.0
     Biopsy Method_ai_correct|Lymph Node_ai_correct                                  3.0008771901179898e-05  7.0       4.904999972700621    0.7007142818143743    4.286967414454271e-06   7.261283806283668e-06   61.0         54.0           19.0            6.0                 64.0             55.0                  43.166666666666664  51.142857142857146    3.5714285714285716
     Lesion Location_ai_correct|Lymph Node_ai_correct                                1.7858535901638106e-05  12.0      0.37999999957540886  0.03166666663128407   1.4882113251365088e-06  6.186067862915094e-07   63.0         42.0           64.0            63.0                67.0             64.0                  60.5                51.25                 2.5
     Calcifications / Asymmetry_ai_correct|Histologic Diagnosis_ai_correct           0.002500935383295655    20.0      5.03499988737606     0.25174999436880297   0.00012504676916478275  0.00028397959931900763  30.0         37.0           17.0            25.0                26.0             27.0                  27.0                34.2                  3.65
     Extent_ai_correct|Lesion Laterality_ai_correct                                  2.2843434663855078e-06  1.0       0.03500000037138233  0.03500000037138233   2.2843434663855078e-06  7.995202217185757e-08   71.0         69.0           72.0            61.0                65.0             71.0                  68.16666666666667   47.0                  4.0
     Accurate Clip Placement_ai_correct|Chronology Preserved_ai_correct              3.608525662457396e-05   8.0       0.479999991731371    0.05999999896642137   4.510657078071745e-06   2.165115324005756e-06   59.0         49.0           62.0            53.0                63.0             62.0                  58.0                23.5                  5.0
     Accurate Clip Placement_ai_correct|Extent_ai_correct                            0.003053965893606403    26.0      1.9250000527656983   0.07403846356791147   0.00011746022667716935  0.0003557981045226818   27.0         25.0           42.0            49.0                27.0             22.0                  32.0                34.76923076923077     4.076923076923077
     Invasive Component Size (Pathology)_ai_correct|Receptor Status_ai_correct       0.0007932508823955686   26.0      5.889999904276858    0.22653845785680224   3.0509649322906487e-05  0.00018035992312639057  38.0         26.0           16.0            29.0                46.0             33.0                  31.333333333333332  34.96153846153846     3.269230769230769
     Lesion Location_ai_correct|Lesion Size_ai_correct                               0.022344518606523422    56.0      3.4999999842157594   0.06249999971813856   0.0003990092608307754   0.0012279574928175995   12.0         9.0            27.0            52.0                14.0             10.0                  20.666666666666668  27.392857142857142    1.7678571428571428
---  ---                                                                             ---                     ---       ---                  ---                   ---                     ---                     ---          ---            ---             ---                 ---              ---                   ---                 ---                   ---
     Accurate Clip Placement_ai_correct|Additional Enhancement (MRI)_ai_correct      0.0005551515895945158   10.0      3.510000044065874    0.3510000044065874    5.5515158959451585e-05  2.152991318622024e-05   40.0         47.0           26.0            19.0                40.0             51.0                  37.166666666666664  38.7                  2.6
     Accurate Clip Placement_ai_correct|Lymph Node_ai_correct                        0.02651273629021489     30.0      6.285000019403343    0.2095000006467781    0.0008837578763404963   0.004306004669989237    6.0          21.0           15.0            31.0                6.0              7.0                   14.333333333333334  23.666666666666668    3.1
     Additional Enhancement (MRI)_ai_correct|Lesion Size_ai_correct                  0.00013531076142214715  14.0      11.719999925121972   0.8371428517944265    9.665054387296226e-06   0.0001228911469002881   50.0         41.0           8.0             4.0                 55.0             36.0                  32.333333333333336  34.0                  1.7142857142857142
     Chronology Preserved_ai_correct|Invasive Component Size (Pathology)_ai_correct  0.02811950081257919     29.0      20.569999360702045   0.7093103227828291    0.0009696379590544549   0.020477011389809223    4.0          24.0           2.0             5.0                 5.0              1.0                   6.833333333333333   19.586206896551722    2.2413793103448274
     Additional Enhancement (MRI)_ai_correct|Lymph Node_ai_correct                   0.0008041000479703797   24.0      3.2600000469210446   0.13583333528837685   3.350416866543249e-05   7.148895239879552e-05   37.0         31.0           29.0            38.0                45.0             46.0                  37.666666666666664  44.708333333333336    3.5833333333333335
     Biopsy Method_ai_correct|Extent_ai_correct                                      8.085244917310774e-05   1.0       0.41000001994617735  0.41000001994617735   8.085244917310774e-05   3.314950577367146e-05   53.0         75.0           63.0            14.0                33.0             50.0                  48.0                24.0                  5.0
     Extent_ai_correct|Lymph Node_ai_correct                                         0.0024805000959915446   18.0      2.240000070829278    0.12444444837940434   0.00013780556088841914  0.00022312005304900013  31.0         39.0           39.0            41.0                23.0             32.0                  34.166666666666664  36.55555555555556     4.0
     Chronology Preserved_ai_correct|Workup Recommendation_ai_correct                5.3699810770524437e-05  7.0       1.9999999481744122   0.2857142783106303    7.671401538646347e-06   2.1230414093778088e-05  54.0         56.0           41.0            24.0                58.0             52.0                  47.5                38.285714285714285    4.0
     Biopsy Method_ai_correct|Invasive Component Size (Pathology)_ai_correct         0.00017844979942083228  9.0       3.4749999403901874   0.3861111044877986    1.9827755491203585e-05  9.727856189572743e-05   49.0         48.0           28.0            16.0                49.0             41.0                  38.5                42.22222222222222     3.6666666666666665
     Accurate Clip Placement_ai_correct|Calcifications / Asymmetry_ai_correct        0.03508442596288819     40.0      1.0850000096463461   0.027125000241158652  0.0008771106490722047   0.0006012330395636868   3.0          16.0           50.0            66.0                7.0              15.0                  26.166666666666668  24.175                4.275
[75 rows x 17 columns]
",ai_fabrication_rate,gbm
"Interaction Depth 2: 
     interaction                                                                                                             gain                    fscore    wfscore               average_wfscore       average_gain            expected_gain           gain_rank    fscore_rank    wfscore_rank    avg_wfscore_rank    avg_gain_rank    expected_gain_rank    average_rank        average_tree_index    average_tree_depth
---  ----------------------------------------------------------------------------------------------------------------------  ----------------------  --------  --------------------  --------------------  ----------------------  ----------------------  -----------  -------------  --------------  ------------------  ---------------  --------------------  ------------------  --------------------  --------------------
     Accurate Clip Placement_ai_correct|Lesion Size_ai_correct|Workup Recommendation_ai_correct                              3.6562439618137432e-06  1.0       0.0500000012387386    0.0500000012387386    3.6562439618137432e-06  1.8281220261981768e-07  159.0        147.0          157.0           123.0               145.0            159.0                 148.33333333333334  39.0                  5.0
     Lymph Node_ai_correct|Receptor Status_ai_correct|Workup Recommendation_ai_correct                                       0.004631096268695956    15.0      0.2250000072691268    0.015000000484608454  0.00030873975124639705  7.795878853662146e-05   25.0         36.0           125.0           156.0               33.0             60.0                  72.5                33.6                  4.6
     Lesion Size_ai_correct|Lymph Node_ai_correct|Receptor Status_ai_correct                                                 9.793109950351209e-05   2.0       0.13500000180721905   0.06750000090360952   4.8965549751756043e-05  1.6106210212575516e-06  101.0        122.0          140.0           107.0               82.0             137.0                 114.83333333333333  45.0                  3.5
     Extent_ai_correct|Lesion Location_ai_correct|Receptor Status_ai_correct                                                 1.3953666382349184e-06  1.0       0.09500000427343773   0.09500000427343773   1.3953666382349184e-06  1.3255983659532967e-07  172.0        148.0          147.0           86.0                164.0            162.0                 146.5               62.0                  5.0
     Extent_ai_correct|Lesion Size_ai_correct|Workup Recommendation_ai_correct                                               1.1078076607162757e-06  4.0       0.3899999960414851    0.09749999901037128   2.769519151790689e-07   1.0329881411692601e-07  174.0        90.0           103.0           84.0                175.0            165.0                 131.83333333333334  57.5                  4.5
     Biopsy Method_ai_correct|Histologic Diagnosis_ai_correct|Lymph Node_ai_correct                                          5.87280976560578e-06    1.0       0.8199999695054525    0.8199999695054525    5.87280976560578e-06    4.815703828708063e-06   156.0        149.0          76.0            8.0                 138.0            113.0                 106.66666666666667  46.0                  3.0
     Accurate Clip Placement_ai_correct|Extent_ai_correct|Lesion Laterality_ai_correct                                       2.690961039775175e-06   1.0       0.03500000037138233   0.03500000037138233   2.690961039775175e-06   9.41836373915065e-08    164.0        150.0          164.0           129.0               151.0            168.0                 154.33333333333334  47.0                  4.0
     Additional Enhancement (MRI)_ai_correct|Calcifications / Asymmetry_ai_correct|Lymph Node_ai_correct                     0.0005953457390841521   14.0      0.3300000051837758    0.023571428941698273  4.2524695648868006e-05  6.143310537349858e-05   61.0         37.0           105.0           142.0               90.0             69.0                  84.0                46.42857142857143     4.571428571428571
     Additional Enhancement (MRI)_ai_correct|Biopsy Method_ai_correct|Lesion Size_ai_correct                                 8.075638504578819e-05   5.0       0.04999999810815864   0.009999999621631728  1.615127700915764e-05   8.075638199022282e-07   106.0        77.0           160.0           173.0               118.0            143.0                 129.5               32.6                  2.0
     Chronology Preserved_ai_correct|Histologic Diagnosis_ai_correct|Lymph Node_ai_correct                                   9.517288890492637e-05   3.0       0.7749999896056062    0.2583333298685354    3.172429630164212e-05   2.4337271449930616e-05  102.0        107.0          77.0            48.0                100.0            91.0                  87.5                30.666666666666668    4.666666666666667
---  ---                                                                                                                     ---                     ---       ---                   ---                   ---                     ---                     ---          ---            ---             ---                 ---              ---                   ---                 ---                   ---
     Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Histologic Diagnosis_ai_correct                                 0.0004230832298048881   10.0      1.1249999561279687    0.11249999561279686   4.230832298048881e-05   4.9484166793249747e-05  69.0         54.0           53.0            77.0                91.0             79.0                  70.5                40.1                  4.2
     Accurate Clip Placement_ai_correct|Chronology Preserved_ai_correct|Invasive Component Size (Pathology)_ai_correct       0.00010172357451665448  6.0       0.3600000025708593    0.06000000042847655   1.695392908610908e-05   6.103414514585436e-06   100.0        76.0           104.0           113.0               116.0            107.0                 102.66666666666667  24.833333333333332    5.0
     Accurate Clip Placement_ai_correct|Histologic Diagnosis_ai_correct|Lymph Node_ai_correct                                0.0005982073316772585   5.0       3.140000003176467     0.6280000006352935    0.0001196414663354517   9.756926672529539e-05   60.0         89.0           21.0            17.0                60.0             50.0                  49.5                48.6                  4.4
     Chronology Preserved_ai_correct|Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct                        9.208791880155331e-06   1.0       0.06000000042847656   0.06000000042847656   9.208791880155331e-06   5.525275167550713e-07   150.0        176.0          153.0           112.0               130.0            150.0                 145.16666666666666  31.0                  5.0
     Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Receptor Status_ai_correct                                      0.005181101438269664    23.0      0.8300000367521714    0.036086958119659625  0.000225265279924768    0.00014023775399927567  23.0         21.0           74.0            127.0               44.0             39.0                  54.666666666666664  47.43478260869565     4.695652173913044
     Additional Enhancement (MRI)_ai_correct|Chronology Preserved_ai_correct|Invasive Component Size (Pathology)_ai_correct  1.530175325115124e-06   2.0       0.929999993855045     0.4649999969275225    7.65087662557562e-07    7.091880809372297e-07   170.0        144.0          66.0            23.0                169.0            145.0                 119.5               60.0                  3.0
     Accurate Clip Placement_ai_correct|Extent_ai_correct|Workup Recommendation_ai_correct                                   0.013803964875034325    19.0      1.010000023589919     0.05315789597841678   0.0007265244671070697   0.0007892725493032763   15.0         29.0           59.0            120.0               18.0             13.0                  42.333333333333336  26.42105263157895     4.7894736842105265
     Accurate Clip Placement_ai_correct|Lesion Laterality_ai_correct|Receptor Status_ai_correct                              3.477866039247601e-05   2.0       0.040000000115072445  0.020000000057536223  1.7389330196238006e-05  6.955732098505531e-07   122.0        145.0          163.0           150.0               115.0            146.0                 140.16666666666666  38.5                  5.0
     Chronology Preserved_ai_correct|Invasive Component Size (Pathology)_ai_correct|Receptor Status_ai_correct               6.0525463823069003e-05  2.0       0.13000000028264888   0.06500000014132444   3.0262731911534502e-05  3.9341551570532125e-06  110.0        146.0          141.0           110.0               101.0            120.0                 121.33333333333333  27.5                  4.0
     Additional Enhancement (MRI)_ai_correct|Invasive Component Size (Pathology)_ai_correct|Receptor Status_ai_correct       0.001635066422466025    24.0      5.704999831338128     0.23770832630575534   6.812776760275104e-05   0.000447469538717407    47.0         16.0           8.0             52.0                70.0             21.0                  35.666666666666664  28.75                 2.9583333333333335
[176 rows x 17 columns]
",ai_fabrication_rate,gbm
